Product Name,Quantity,Unit_price,Payment_method,discount %,Final_price
Samosa - Veg,13,233.69,Cash,7.0 %,217.3317022705078
Trueblue - Blueberry 12x473ml,9,72.06,Visa,5.0 %,68.45699768066406
Wine - German Riesling,13,248.89,Visa,17.0 %,206.5786994934082
Amarula Cream,2,239.54,Cash,21.0 %,189.23659469604493
Pastrami,3,35.53,Cash,0.0 %,35.529998779296875
Blue Curacao - Marie Brizard,3,175.6,Cash,0.0 %,175.60000610351562
Straws - Cocktale,10,3.89,Visa,15.5 %,3.287050088644028
Rabbit - Frozen,13,149.54,Visa,13.5 %,129.3520941925049
Wine - Domaine Boyar Royal,5,144.9,Visa,5.0 %,137.65499420166014
Tomatoes - Roma,5,192.52,Visa,0.0 %,192.52000427246094
Pork - Loin Bone - In,17,29.49,Visa,10.0 %,26.540999794006346
Beef - Ox Tongue Pickled,15,203.57,Cash,17.5 %,167.94525604248048
Cup - Translucent 7 Oz Clear,3,42.68,Cash,0.0 %,42.68000030517578
Canadian Emmenthal,11,35.42,Visa,10.0 %,31.87799835205078
Propel Sport Drink,10,221.83,Cash,7.0 %,206.30190170288085
Langers - Mango Nectar,16,101.45,Visa,6.0 %,95.36299713134765
Sour Puss Sour Apple,1,236.57,Visa,0.0 %,236.57000732421875
Pomello,13,60.39,Cash,7.0 %,56.162699432373046
Cheese Cloth No 100,17,186.2,Visa,10.0 %,167.57999725341796
Bread Base - Italian,9,238.44,Visa,5.0 %,226.51800231933595
Soup - Campbells Lentil,3,22.39,Visa,27.0 %,16.34469955444336
Pepper - Black Crushed,13,102.37,Cash,7.0 %,95.20410255432128
Salt - Seasoned,6,24.64,Cash,15.5 %,20.82079948425293
Cheese - La Sauvagine,10,205.46,Cash,8.5 %,187.99590614318848
Wine - Pinot Noir Latour,1,120.14,Cash,6.0 %,112.93159942626953
Sprouts - Peppercress,5,2.57,Visa,0.0 %,2.569999933242798
Numi - Assorted Teas,10,88.54,Cash,7.0 %,82.34220085144042
Sambuca Cream,12,75.83,Visa,7.0 %,70.52190170288085
Lemonade - Mandarin 591 Ml,15,137.07,Cash,10.0 %,123.36300659179688
Melon - Watermelon Seedless,10,41.32,Cash,7.0 %,38.42759971618652
Rice Paper,12,59.57,Visa,8.0 %,54.80439971923828
Fruit Salad Deluxe,8,238.06,Visa,5.0 %,226.15699768066406
Mortadella,6,230.36,Visa,5.0 %,218.84200057983398
Sausage - Meat,4,30.89,Visa,6.0 %,29.036599426269532
Wine - Fino Tio Pepe Gonzalez,9,131.13,Visa,5.0 %,124.57350463867188
Cheese - St. Andre,7,167.82,Visa,7.5 %,155.23350677490234
Oil - Coconut,17,121.19,Visa,10.0 %,109.07100219726563
Soup - Campbells Broccoli,1,144.03,Visa,0.0 %,144.02999877929688
Cranberries - Dry,3,139.58,Visa,0.0 %,139.5800018310547
Ezy Change Mophandle,8,129.63,Cash,3.0 %,125.74110473632813
Gherkin,8,37.53,Visa,5.0 %,35.653498840332034
Carbonated Water - Raspberry,12,87.07,Cash,15.0 %,74.00949974060059
Cornstarch,8,245.26,Cash,5.0 %,232.99699478149415
Iced Tea Concentrate,6,163.04,Visa,5.0 %,154.88799362182618
Pasta - Rotini Colour Dry,4,20.13,Cash,24.0 %,15.298799362182617
Sour Puss Raspberry,8,38.32,Visa,5.0 %,36.403999710083006
Bread Country Roll,2,75.17,Cash,5.0 %,71.41149826049805
Apple - Fuji,15,16.35,Visa,10.0 %,14.715000343322753
Soup - Boston Clam Chowder,6,148.72,Cash,5.0 %,141.28400115966798
Trout - Smoked,4,143.96,Cash,0.0 %,143.9600067138672
Beer - Camerons Cream Ale,10,57.34,Visa,7.0 %,53.32620014190674
Juice - Orange 341 Ml,17,178.63,Cash,10.0 %,160.76700439453126
Pike - Frozen Fillet,2,119.96,Cash,0.0 %,119.95999908447266
Crab - Imitation Flakes,1,206.65,Cash,27.0 %,150.85449554443358
Bag Clear 10 Lb,13,41.04,Cash,8.5 %,37.55160083770752
Wine - Mas Chicet Rose Vintage,10,102.28,Cash,6.0 %,96.14319885253906
Yoghurt Tubes,17,150.47,Visa,10.0 %,135.42300109863282
Milk - Skim,13,75.7,Cash,7.0 %,70.40099716186523
Toothpick Frilled,2,249.77,Visa,27.0 %,182.3321031188965
Table Cloth 120 Round White,5,126.5,Cash,0.0 %,126.5
Vinegar - Balsamic,14,218.9,Visa,7.0 %,203.57699432373047
Canadian Emmenthal,15,226.6,Visa,10.0 %,203.94000549316405
Cookies - Oreo 4 Pack,2,167.88,Cash,0.0 %,167.8800048828125
Wine - Red Cooking,12,117.64,Cash,6.0 %,110.58159942626953
Appetizer - Asian Shrimp Roll,12,16.79,Visa,7.0 %,15.61470085144043
Rum - Cream Amarula,1,134.62,Visa,0.0 %,134.6199951171875
Lettuce - Frisee,9,55.73,Cash,14.5 %,47.64914960861206
Broom And Broom Rack White,6,104.25,Cash,5.0 %,99.0375
Squash - Acorn,11,128.64,Cash,7.0 %,119.63519943237304
Water - Spring Water 355 Ml,14,221.91,Cash,7.0 %,206.37630340576172
Beans - Black Bean Dry,17,27.22,Cash,10.0 %,24.497999382019042
Gatorade - Orange,16,89.79,Cash,10.0 %,80.81100082397461
Beer - Labatt Blue,6,39.62,Cash,5.0 %,37.63899898529053
Soup - Campbells Beef Strogonoff,9,198.75,Visa,5.0 %,188.8125
Pears - Fiorelle,12,214.24,Cash,10.0 %,192.81600494384764
Pumpkin - Seed,12,207.73,Cash,10.0 %,186.95699615478514
Cookie Dough - Peanut Butter,13,209.91,Visa,7.0 %,195.21630340576172
Cheese - Le Cheve Noir,15,30.15,Visa,10.0 %,27.134999656677245
Seaweed Green Sheets,5,92.83,Visa,0.0 %,92.83000183105469
Truffle Paste,13,56.91,Visa,11.0 %,50.649899864196776
Mcguinness - Blue Curacao,17,101.32,Visa,10.0 %,91.1879997253418
Sugar - White Packet,7,74.82,Cash,5.0 %,71.07899971008301
Mushroom - Porcini Frozen,1,168.44,Cash,4.0 %,161.70240234375
Bread - Multigrain Loaf,1,26.95,Cash,0.0 %,26.950000762939453
Wine - Magnotta White,9,165.52,Visa,5.0 %,157.2440040588379
Southern Comfort,12,209.5,Cash,11.0 %,186.45499999999998
Bread Base - Italian,12,215.82,Cash,4.5 %,206.1081069946289
Wine - Ruffino Chianti,12,249.0,Cash,6.0 %,234.06
Rice - 7 Grain Blend,3,92.48,Visa,0.0 %,92.4800033569336
Split Peas - Yellow Dry,5,45.82,Cash,0.0 %,45.81999969482422
Oil - Olive Bertolli,8,27.11,Visa,5.0 %,25.754500579833984
Lamb - Whole Head Off,16,43.78,Cash,17.0 %,36.3373989868164
Basil - Dry Rubbed,14,62.45,Cash,7.0 %,58.07850070953369
Kiwi Gold Zespri,4,8.94,Cash,0.0 %,8.9399995803833
Cheese - Marble,1,123.76,Visa,9.0 %,112.62160194396972
Maple Syrup,10,94.95,Visa,7.0 %,88.30349716186524
Mushroom - Shitake Fresh,8,142.17,Cash,5.0 %,135.06149826049804
Wine - Tio Pepe Sherry Fino,8,200.62,Cash,5.0 %,190.58899536132813
Bread - Italian Roll With Herbs,4,89.82,Cash,4.0 %,86.22719970703125
Sausage - Meat,3,78.98,Visa,0.0 %,78.9800033569336
Cheese - Stilton,10,151.5,Cash,8.5 %,138.6225
Coconut - Whole,5,82.22,Visa,0.0 %,82.22000122070312
Sauce Bbq Smokey,8,214.28,Cash,16.0 %,179.99519897460937
Soup - Campbells Beef Noodle,4,37.25,Cash,7.0 %,34.6425
Pop - Club Soda Can,7,44.56,Cash,5.0 %,42.332001304626466
Vinegar - Balsamic,3,69.39,Visa,0.0 %,69.38999938964844
Soup - Verve - Chipotle Chicken,12,110.59,Cash,5.5 %,104.50754653930665
Wasabi Powder,1,150.94,Visa,0.0 %,150.94000244140625
Beans - Turtle Black Dry,16,30.29,Cash,10.0 %,27.26100082397461
Pastry - Mini French Pastries,1,224.65,Cash,0.0 %,224.64999389648438
Muffin Mix - Oatmeal,4,149.11,Cash,0.0 %,149.11000061035156
Pasta - Cheese / Spinach Bauletti,10,8.58,Visa,8.5 %,7.85069993019104
7up Diet 355 Ml,6,9.96,Cash,6.0 %,9.362400035858155
Soup Campbells Turkey Veg.,5,59.82,Cash,0.0 %,59.81999969482422
Muffin - Zero Transfat,11,66.71,Visa,28.5 %,47.69764934539795
Rum - White Gg White,17,230.88,Cash,10.0 %,207.79200439453126
Arizona - Green Tea,16,229.55,Visa,10.0 %,206.59500274658203
Tart Shells - Sweet 4,3,67.73,Cash,0.0 %,67.7300033569336
Bread - Malt,14,144.88,Cash,12.0 %,127.494404296875
Milk - Buttermilk,4,166.99,Cash,6.0 %,156.97060516357422
Brandy - Orange Mc Guiness,7,130.18,Visa,5.0 %,123.67099304199219
Wheat - Soft Kernal Of Wheat,5,124.96,Cash,0.0 %,124.95999908447266
Snails - Large Canned,14,24.1,Visa,8.0 %,22.17200035095215
Garbag Bags - Black,12,77.24,Visa,7.0 %,71.83319801330566
Persimmons,5,136.79,Visa,0.0 %,136.7899932861328
Salmon Atl.whole 8 - 10 Lb,8,156.61,Visa,5.0 %,148.77950057983398
Soup - Campbells Mushroom,7,109.53,Visa,3.5 %,105.69644882202148
Soup - Campbells Cream Of,4,112.28,Cash,8.0 %,103.29759887695312
Stainless Steel Cleaner Vision,16,189.18,Cash,10.0 %,170.26199340820312
Juice - Ocean Spray Cranberry,7,166.35,Cash,4.5 %,158.8642558288574
Beets,16,147.22,Visa,5.5 %,139.12290115356444
Fish - Base Bouillion,4,118.02,Visa,0.0 %,118.0199966430664
Bread - Crumbs Bulk,13,43.03,Visa,7.0 %,40.017898864746094
Sauce Bbq Smokey,12,10.45,Visa,16.0 %,8.777999839782716
Basil - Pesto Sauce,2,68.81,Visa,0.0 %,68.80999755859375
Macaroons - Two Bite Choc,4,16.93,Visa,28.0 %,12.189600219726561
Plaintain,11,238.69,Visa,7.0 %,221.9817022705078
Cookies Almond Hazelnut,5,38.24,Visa,0.0 %,38.2400016784668
Pear - Asian,14,243.82,Visa,7.0 %,226.75260681152344
Long Island Ice Tea,3,104.64,Visa,23.0 %,80.5727995300293
Cheese - St. Paulin,5,8.91,Cash,10.0 %,8.0189998626709
Plate Pie Foil,13,214.06,Visa,7.0 %,199.0757977294922
Scallops - 20/30,14,202.69,Cash,7.0 %,188.50170227050782
Lettuce - Spring Mix,15,156.02,Visa,10.0 %,140.41800384521486
Rosemary - Dry,11,108.69,Visa,13.5 %,94.0168521118164
Chicken Breast Halal,1,178.75,Cash,15.0 %,151.9375
Nescafe - Frothy French Vanilla,12,39.98,Cash,7.0 %,37.18139957427979
Bread - Raisin Walnut Oval,5,137.17,Cash,18.0 %,112.47939849853516
Kahlua,7,46.35,Visa,12.0 %,40.78799865722657
Bread - Roll Soft White Round,7,196.49,Cash,16.5 %,164.069154586792
7up Diet 355 Ml,15,123.85,Cash,10.0 %,111.46499862670899
Chinese Foods - Plain Fried Rice,16,227.83,Cash,15.5 %,192.51635154724121
Chicken - Whole,15,2.58,Cash,10.0 %,2.321999931335449
Goldschalger,1,210.04,Cash,0.0 %,210.0399932861328
External Supplier,5,142.72,Cash,0.0 %,142.72000122070312
Wine - Coteaux Du Tricastin Ac,14,150.4,Visa,6.0 %,141.37599426269531
Vol Au Vents,1,182.95,Cash,0.0 %,182.9499969482422
Mushrooms - Honey,15,129.55,Cash,11.0 %,115.29950271606445
Tomatoes Tear Drop Yellow,12,157.22,Visa,7.0 %,146.2146011352539
Nut - Pecan Halves,14,153.77,Cash,7.0 %,143.00610397338866
Yoplait Drink,4,104.59,Visa,9.0 %,95.17689666748046
Wine - Magnotta - Cab Franc,1,130.59,Visa,5.0 %,124.0604965209961
Goat - Whole Cut,1,151.8,Cash,15.0 %,129.03000259399414
Oil - Pumpkinseed,1,237.3,Cash,0.0 %,237.3000030517578
Cookie Trail Mix,14,172.88,Cash,7.0 %,160.77840454101562
Veal - Bones,5,138.77,Visa,5.0 %,131.83150405883788
Goulash Seasoning,15,164.89,Visa,10.0 %,148.4009994506836
Buffalo - Striploin,2,101.45,Visa,0.0 %,101.44999694824219
Juice - Lagoon Mango,13,234.01,Cash,7.0 %,217.62929489135743
Milk - Chocolate 250 Ml,12,133.88,Visa,15.5 %,113.12860412597657
Flower - Leather Leaf Fern,10,245.38,Visa,7.0 %,228.20340454101563
Fish - Soup Base Bouillon,9,95.57,Visa,5.5 %,90.31364971160889
Silicone Paper 16.5x24,11,145.99,Visa,7.0 %,135.77070510864257
Red Currants,17,208.22,Visa,10.0 %,187.39800109863282
Lamb - Shanks,14,205.98,Visa,12.0 %,181.26239624023438
Coriander - Seed,15,60.88,Visa,10.0 %,54.792000961303714
Pepper - Sorrano,7,198.13,Cash,5.0 %,188.22350463867187
Ecolab - Hobart Upr Prewash Arm,16,11.52,Cash,10.0 %,10.368000411987305
Oil - Coconut,13,227.47,Cash,7.0 %,211.5471011352539
Juice - Orange 1.89l,16,246.62,Visa,18.5 %,200.99529602050782
Fennel - Seeds,10,25.65,Cash,14.0 %,22.058999671936036
Lotus Rootlets - Canned,17,11.33,Cash,10.0 %,10.19699993133545
Chocolate - Chips Compound,9,2.21,Visa,5.0 %,2.099500036239624
Bagel - Everything,14,14.0,Cash,7.0 %,13.02
Beef - Sushi Flat Iron Steak,3,165.0,Visa,50.0 %,82.5
Cheese - Colby,2,178.87,Visa,10.0 %,160.98299560546874
Bagel - Sesame Seed Presliced,14,56.25,Cash,5.0 %,53.4375
Tomatoes - Cherry,15,149.69,Visa,13.5 %,129.4818521118164
Pastry - Banana Muffin - Mini,4,113.46,Visa,0.0 %,113.45999908447266
Cheese - Cream Cheese,9,76.68,Cash,30.0 %,53.67600021362305
Pork Casing,2,18.75,Visa,0.0 %,18.75
Wine - Puligny Montrachet A.,2,99.6,Visa,5.0 %,94.61999855041503
Soup - Clam Chowder Dry Mix,17,93.42,Visa,12.5 %,81.74249839782715
Pork - Smoked Kassler,15,3.52,Cash,10.0 %,3.1679999828338623
Cardamon Ground,3,117.79,Visa,0.0 %,117.79000091552734
Island Oasis - Lemonade,7,30.26,Visa,15.5 %,25.56970019340515
Coffee Beans - Chocolate,9,19.46,Visa,15.0 %,16.54099922180176
Glucose,11,60.92,Visa,7.0 %,56.65559829711914
Beef - Tongue Cooked,15,13.78,Visa,8.5 %,12.60869975566864
Table Cloth 62x120 Colour,17,26.57,Visa,10.0 %,23.9129997253418
Gatorade - Orange,4,154.15,Cash,0.0 %,154.14999389648438
Pasta - Lasagna Dry,7,80.81,Cash,5.0 %,76.76949768066406
Soup - Cream Of Broccoli,15,162.26,Visa,13.0 %,141.16619522094726
Sambuca - Ramazzotti,11,191.82,Visa,7.0 %,178.39260681152342
Wine - Kwv Chenin Blanc South,10,8.87,Visa,6.0 %,8.337799892425537
Wine - Manischewitz Concord,1,5.39,Visa,12.5 %,4.716249883174896
Cookie Dough - Double,11,169.19,Cash,7.0 %,157.34670227050782
Beef - Bresaola,6,91.29,Visa,14.5 %,78.05295078277588
Smoked Paprika,1,202.23,Visa,0.0 %,202.22999572753906
Puree - Blackcurrant,15,10.48,Cash,10.0 %,9.431999588012696
Pepper - Chillies Crushed,17,72.58,Visa,10.0 %,65.32200164794922
Tea - English Breakfast,16,6.63,Visa,10.0 %,5.967000102996826
Mustard - Individual Pkg,7,198.68,Visa,5.0 %,188.7459930419922
Cheese - Goat,5,213.05,Cash,10.0 %,191.74500274658203
Swiss Chard,1,242.97,Cash,0.0 %,242.97000122070312
Juice - Apple 284ml,17,30.02,Cash,6.5 %,28.068700428009034
Dip - Tapenade,15,188.33,Visa,10.0 %,169.49700164794922
Horseradish - Prepared,6,164.86,Visa,8.5 %,150.84690055847167
Bar Mix - Pina Colada 355 Ml,15,86.4,Visa,10.0 %,77.76000137329102
Wine - White Riesling Semi - Dry,1,102.32,Visa,5.0 %,97.20399971008301
Chicken - Leg / Back Attach,7,38.09,Visa,5.0 %,36.185500144958496
Radish - Pickled,16,243.4,Visa,7.5 %,225.14499435424804
Mushroom - Chantrelle Fresh,5,19.92,Visa,33.0 %,13.346400051116943
Chicken - White Meat With Tender,9,69.71,Visa,5.0 %,66.22449913024903
Shrimp - Black Tiger 13/15,17,101.43,Cash,10.0 %,91.2870002746582
Food Colouring - Pink,4,91.88,Cash,0.0 %,91.87999725341797
Chicken - Breast 5 - 7 Oz,15,192.27,Cash,10.0 %,173.04300384521486
Blueberries,3,16.26,Cash,0.0 %,16.260000228881836
Wine - Charddonnay Errazuriz,12,109.45,Visa,6.0 %,102.88299713134765
Veal - Round Eye Of,17,206.63,Visa,10.0 %,185.96700439453124
Veal - Leg,3,152.74,Visa,0.0 %,152.74000549316406
Gin - Gilbeys London Dry,4,234.71,Visa,0.0 %,234.7100067138672
Creme De Banane - Marie,1,9.05,Visa,0.0 %,9.050000190734863
